"adap-org/9711002","Carmen P. C. do Prado","S. T. R. Pinho, C. P. C. Prado, and O. Kinouchi","Absence of self-organized criticality in a random-neighbor version of
  the OFC stick-slip model","7 pages, 4 figures, submitted to Physica A",,"10.1016/S0378-4371(98)00181-2",,"adap-org nlin.AO",,"  We report some numerical simulations to investigate the existence of a
self-organized critical (SOC) state in a random-neighbor version of the OFC
model for a range of parameters corresponding to a non-conservative case. In
contrast to a recent work, we do not find any evidence of SOC. We use a more
realistic distribution of energy among sites to perform some analytical
calculations that agree with our numerical conclusions.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 17:51:17 GMT""}]","2015-06-24"
"adap-org/9711003","Stefan Thurner","Stefan Thurner, Markus C. Feurstein, and Malvin C. Teich","Multiresolution wavelet analysis of heartbeat intervals discriminates
  healthy patients from those with cardiac pathology","5 pages, 4 figures, to appear in Phys. Rev. Letters","Pysical Review Letters, Volume 80, Number 7, 1544-1547 (1998).","10.1103/PhysRevLett.80.1544",,"adap-org chao-dyn nlin.AO nlin.CD physics.med-ph q-bio",,"  We applied multiresolution wavelet analysis to the sequence of times between
human heartbeats (R-R intervals) and have found a scale window, between 16 and
32 heartbeats, over which the widths of the R-R wavelet coefficients fall into
disjoint sets for normal and heart-failure patients. This has enabled us to
correctly classify every patient in a standard data set as either belonging to
the heart-failure or normal group with 100% accuracy, thereby providing a
clinically significant measure of the presence of heart-failure from the R-R
intervals alone.
  Comparison is made with previous approaches, which have provided only
statistically significant measures.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 11:19:02 GMT""}]","2009-10-30"
"alg-geom/9711033","Shulim Kaliman","Shulim Kaliman","Uniform Zariski's Theorem On Fundamental Groups","18 pages",,,"University of Miami, preprint 1996","alg-geom math.AG",,"  The Zariski theorem says that for every hypersurface in a complex projective
(resp. affine) space of dimension at least 3 and for every generic plane in the
projective (resp. affine) space the natural embedding generates an isomorphism
of the fundamental groups of the complements to the hypersurface in the plane
and in the space. If a family of hypersurfaces depends algebraically on
parameters then it is not true in general that there exists a plane such that
the natural embedding generates isomorphisms of the fundamental groups of the
complements to each hypersurface from this family in the plane and in the
space. But we show that in the affine case such plane exists after a polynomial
coordinate substitution.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 19:49:53 GMT""}]","2007-05-23"
"alg-geom/9711034","Vladimir Masek","Vladimir Masek","Minimal discrepancies of hypersurface singularities","12 pages, AMS-LaTeX 1.2",,,,"alg-geom math.AG",,"  We give an upper bound for the minimal discrepancies of hypersurface
singularities. As an application, we show that Shokurov's conjecture is true
for log-terminal threefolds.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 00:05:40 GMT""}]","2007-05-23"
"astro-ph/9711290","Michael Drinkwater","M. J. Drinkwater (1), J. K. Webb (1), J. D. Barrow (2), V. V. Flambaum
  (1) ((1) University of New South Wales, (2) University of Sussex)","New Limits on the Possible Variation of Physical Constants","Latex document using mn style file; 6 pages and 3 figures. Accepted
  for publication in Monthly Notices of the Royal Astronomical Society",,"10.1046/j.1365-8711.1998.2952457.x",,"astro-ph gr-qc hep-ph",,"  Recent detections of high-redshift absorption by both atomic hydrogen and
molecular gas in the radio spectra of quasars have provided a powerful tool to
measure possible temporal and spatial variations of physical `constants' in the
Universe.
  We have compared the frequency of high-redshift Hydrogen 21 cm absorption
with that of associated molecular absorption in two quasars to place new (1
sigma) upper limits on any variation in y = g_p.alpha^2 (where alpha is the
fine structure constant and g_p is the proton g-factor) of |Delta(y)/y| <
5.10^{-6} at redshifts z=0.25 and z=0.68. These quasars are separated by a
comoving distance of 3000 Mpc (H_0=75 km/s/Mpc and q_0=0). We also derive
limits on the time rates of change of |(d.g_p/d.t)/g_p| < 10^{-15}/y and
|(d.alpha/d.t)/\alpha| < 5.10^{-16}/y between the present epoch and z=0.68.
These limits are more than an order of magnitude smaller than previous results
derived from high-redshift measurements.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 22:17:52 GMT""}]","2009-10-30"
"astro-ph/9711297","Alexander Heger","N. Langer(Univ. Potsdam, Germany) and A. Heger(MPA, Garching, Germany)","B[e] supergiants: What is their evolutionary status?","17 pages, LaTeX, 8 PostScript figures (included), uses crckapb.cls
  (included), in: Proceedings of the Workshop on B[e] stars, Paris 1997, also
  available at http://www.mpa-garching.mpg.de/Stars/Preprints/bbe.ps.gz","Astrophys.Space Sci.Libr.233:235,1998","10.1007/978-94-015-9014-3_33",,"astro-ph",,"  In this paper, we investigate the evolutionary status of B[e]~stars from the
point of view of stellar evolution theory. We try to answer to the question of
how massive hot supergiants --- i.e. evolved stars --- can be capable of
producing a circumstellar disk. We find and discuss three possibilities: very
massive evolved main sequence stars close to critical rotation due to their
proximity to their Eddington-limit, blue supergiants which have just left the
red supergiant branch, and single star merger remnants of a close binary
system. While the latter process seems to be required to understand the
properties of the spectroscopic binary R4 in the LMC, the other two scenarios
may be capable of explaining the distribution of the B[e] stars in the
HR~diagram. The three scenarios make different predictions about the duration
of the B[e]~phase, the time integrated disk mass and the stellar properties
during the B[e]~phase, which may ultimately allow to distinguish them
observationally.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 17:01:04 GMT""}]","2016-01-27"
"astro-ph/9711298","Limin Lu","Limin Lu, Wallace L.W. Sargent, and Thomas A. Barlow","Abundances of Heavy Elements and CO Molecules in High Redshift Damped
  Lyman-alpha Galaxies","8 pages, 2 PS figures, PASP conference style, to appear in ""Highly
  Redshifted Radio Lines"", eds. C. Carilli, S. Radford, and K. Menten, in press",,,,"astro-ph",,"  Damped Lyman-alpha systems seen in spectra of background quasars are
generally thought to represent high redshift counterparts of present-day
galaxies. We summarize observations of heavy element abundances in damped
Lyman-alpha systems. The results of a systematic search for CO and C II*
absorption in 17 damped Lyman-alpha systems are also presented using
observations obtained with the 10m Keck telescopes. The latter provides a
useful constraint on the expected strength of [C II] 158 micron emission from
damped Lyman-alpha galaxies. It is hoped that these results will be useful for
planning future radio to millimeter wave observations of high redshift galaxies
using next generation instruments which are now being built.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 17:22:45 GMT""}]","2007-05-23"
"astro-ph/9711299","Zlatan Tsvetanov","H.C. Ford, Z.I. Tsvetanov, L. Ferrarese, W. Jaffe","HST Detections of Massive Black Holes in the Centers of Galaxies","8 pages, 2 Postscipt figures, LaTeX with crckapb.sty, Invited talk at
  the IAU Symp. 184, The Central Regions of the Galaxy and Galaxies, Kyoto,
  1997",,,"CAS-97-110","astro-ph",,"  After correcting spherical aberration in the Hubble Space Telescope in 1993,
the central masses of galaxies can be measured with a resolution 5 to 10 times
better than can be achieved at the best terrestrial sites. This improvement in
resolution is decisive for detecting the gravitational signature of massive
black holes in galaxy nuclei. The discovery of small (r ~ 100-200 pc) rotating
gaseous and stellar disks in the centers of many early-type galaxies provides a
new and efficient means for measuring the central potentials of galaxies.
Concomitantly, VLBI observations of water masers in the nuclei of NGC 4258 and
NGC 1068 revealed exquisite Keplerian rotation curves around massive black
holes at radii as small as 0.1 pc. Recent terrestrial K-band measurements of
the proper motions of stars in the cluster at the center of the Galaxy provide
irrefutable evidence for a black hole with a mass of 2.7E+6 M_sun. At the time
of this symposium, the presence of central massive black holes has been
established in 12 galaxies. The evidence suggests that there are massive black
holes in the centers of all AGNs and in most, if not all, nucleated galaxies.
The present data show at best a weak correlation between black hole mass and
bulge luminosity.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 17:55:54 GMT""}]","2007-05-23"
"astro-ph/9711300","Anne Sansom","A.E. Sansom, R.N. Proctor (University of Central Lancashire)","Pre-enriched, not primordial ellipticals","18 pages, 8 figures, Latex, accepted for publication in MNRAS",,"10.1046/j.1365-8711.1998.01562.x",,"astro-ph",,"  We follow the chemical evolution of a galaxy through star formation and its
feedback into the inter-stellar medium, starting from primordial gas and
allowing for gas to inflow into the region being modelled. We attempt to
reproduce observed spectral line-strengths for early-type galaxies to constrain
their star formation histories. The efficiencies and times of star formation
are varied as well as the amount and duration of inflow. We evaluate the
chemical enrichment and the mass of stars made with time. Single stellar
population (SSP) data are then used to predict line-strengths for composite
stellar populations. The results are compared with observed line-strengths in
ten ellipticals, including some features which help to break the problem of
age-metallicity degeneracy in old stellar populations. We find that the
elliptical galaxies modelled require high metallicity SSPs (>3 x solar) at
later times. In addition the strong lines observed cannot be produced by an
initial starburst in primordial gas, even if a large amount of inflow is
allowed for during the first few x 10E+8 years. This is because some
pre-enrichment is required for lines in the bulk of the stars to approach the
observed line-strengths in ellipticals.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 18:10:38 GMT""}]","2009-10-30"
"astro-ph/9711301","Rene Ong","Rene A. Ong and Corbin E. Covault","The STACEE Project","11 LaTeX pages, 6 PostScript figures, to appear in Proceedings
  Towards a Major Atmospheric Cherenkov Detector-V (Kruger Park)",,,"EFI 97-52","astro-ph",,"  The Solar Tower Atmospheric Cherenkov Effect Experiment (STACEE) is a
telescope designed to explore the gamma-ray sky between 20 and 250 GeV using
the atmospheric Cherenkov technique. STACEE is currently under construction.
When completed, it will use 48 large heliostat mirrors at the solar research
facility at Sandia National Laboratories (Albuquerque, NM) to reflect Cherenkov
light created in gamma-ray air showers to secondary mirrors on a central tower.
The secondary mirrors image this light onto photomultiplier tube cameras. This
paper provides an overview of the STACEE project, including a description of
the experimental site and an outline of the current design for the detector
components.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 19:10:45 GMT""}]","2007-05-23"
"astro-ph/9711302","Henrique R. Schmitt","Thaisa Storchi-Bergmann, Henrique R. Schmitt, Daniela Calzetti, Anne
  L. Kinney","Chemical Abundance Calibrations for the Narrow-Line-Region of Active
  Galaxies","14 pages, 4 figures, accepted for publication in The Astronomical
  Journal",,"10.1086/300242",,"astro-ph",,"  We investigate two chemical abundance calibrations for the narrow-line-region
(NLR) of active galaxies in terms of three easily observable optical
emission-line ratios, namely, [OIII]$\lambda\lambda$4959,5007/H$\beta$,
[NII]$\lambda\lambda$6548,84/H$\alpha$ and
[OII]$\lambda3727/$[OIII]$\lambda\lambda$4959,5007. The calibrations are
obtained from a grid of models on the assumption that the main process
responsible for the production of these lines is photoionization by a
``typical'' active galactic nucleus continuum. The chemical elements vary their
abundance together with oxygen, except nitrogen, which is assumed to be a
product of secondary nucleosynthesis. The calibrations are calculated for the
range $8.4 \le 12+log(O/H) \le 9.4$, and tested using NLR data for a sample of
Seyfert's and LINER's having HII regions in the vicinity of the nucleus. The
gaseous abundances of these HII regions have been determined in previous works,
and the NLR abundances are obtained on the assumption that they can be
extrapolated from those of the HII regions. The calibrations work very well for
the Seyfert's, giving abundance values which agree with those obtained from the
HII regions, and can thus be used for quick estimates of the chemical
abundances of the NLR's. For the LINER's, the calibrations give lower values
than those derived from the corresponding HII regions, suggesting that the
assumptions of the models do not apply for them, and that there are different
physical processes at work in the NLR of the LINER's.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 20:05:45 GMT""}]","2009-10-30"
