"alg-geom/9710026","Dmitry Kaledin","D. Kaledin","Hyperkaehler structures on total spaces of holomorphic cotangent bundles","100 pages, LaTeX2e",,,,"alg-geom math.AG",,"  Let $M$ be a Kaehler manifold, and consider the total space $T^*M$ of the
cotangent bundle to $M$. We show that in the formal neighborhood of the zero
section $M \subset T^*M$ the space $T^*M$ admits a canonical hyperkaehler
structure, compatible with the complex and holomorphic symplectic structures on
$T^*M$. The associated hyperkaehler metric $h$ coincides with the given Kaehler
metric on the zero section $M \subset T^*M$. Moreover, $h$ is invariant under
the canonical circle action on $T^*M$ by dilatations along the fibers of $T^*M$
over $M$. We show that a hyperkaehler structure with these properties is
unique. When the Kaehler metric on $M$ is real-analytic, we show that this
formal hyperkaehler structure can be extended to an open neighborhood of the
zero section. We also prove a hyperkaehler analog of the Darboux-Weinstein
Theorem. To prove these results, we use the machinery of $R$-Hodge structures,
following Deligne and Simpson.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 03:14:16 GMT""}]","2007-05-23"
"astro-ph/9710243","Alfred Rosenberg","A. Rosenberg, G. Piotto, I. Saviane, A. Aparicio and R. Gratton","The metallicity of Palomar 1","15 pages, 9 figures, 3 tables. To be published in the Astronomical
  Journal",,"10.1086/300221",,"astro-ph",,"  Palomar 1 is a peculiar galactic globular cluster, suspected to be younger
than the bulk of the Galactic halo objects. However, such a low age can be
confirmed only after a reliable determination of the metallicity. In the
present paper, we use the equivalent widths (W) of the Ca II triplet on medium
resolution spectra in order to determine the metal content of Pal 1. From the
comparison of the luminosity corrected W's in four stars of Palomar 1 with
those of a sample of stars in each of three calibration clusters (M2, M15, and
M71), we derive [Fe/H]=-0.6+/-0.2 on the Zinn & West (1984) scale or
[Fe/H]=-0.7+/-0.2 on the Carretta & Gratton (1997) scale. We also obtain a
radial velocity Vr=-82.8+/-3.3 Km/s for Pal 1.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 16:29:08 GMT""}]","2009-10-30"
"astro-ph/9710244","Ludovich von Waerbeke","Ludovic Van Waerbeke (MPA, Garching, Germany)","Scale dependence of the bias investigated by weak lensing","13 pages, LateX, 13 figures included, submitted to A&A",,,,"astro-ph",,"  The statistical analysis of the lensing effects coupled with the statistical
analysis of the number counts is a tool to probe directly the relation between
the mass and the light. In particular, some properties of the bias parameter
can be investigated. The correlation between the shear of a given population of
galaxies, and the number counts of a different population of galaxies along the
same line of sight is calculated for the linear and the non-linear power
spectra of density fluctuations for different cosmologies. The estimator R
defined as the ratio of this correlation and the variance of the number counts
is inversely proportional to the bias parameter. Unfortunately, R is highly
dependent on the cosmological model, which makes a direct measure of the bias
quite difficult. However, it is showed that Rb is independent on the power
spectrum and the smoothing scale, thus R is a direct measure of the inverse of
the bias times a function of the cosmological parameters. From R, a new
estimator is defined which is only sensible to the scale dependence of the
bias. It is showed that with a sample of 25 square degrees, one can measure a
scale variation of the bias larger than 20% in the 1' to 10' scale range,
almost independently of the cosmological parameters, the redshift distribution
of the galaxies, and the power spectrum.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 16:55:57 GMT""}]","2007-05-23"
"astro-ph/9710245","Brian Chaboyer","Ata Sarajedini (KPNO), Brian Chaboyer (Steward), Pierre Demarque
  (Yale)","The Relative Ages of Galactic Globular Clusters","Invited review to appear in PASP. Uses aastex. 45 pages with 9
  figures",,"10.1086/134013",,"astro-ph",,"  We present a review of the present state of knowledge regarding the relative
ages of Galactic globular clusters. First, we discuss the relevant galaxy
formation models and describe the detailed predictions they make with respect
to the formation timescale and chemical evolution of the globular clusters.
Next, the techniques used to estimate globular cluster ages are described and
evaluated with particular emphasis on the advantages and disadvantages of each
method. With these techniques as a foundation, we present arguments in favor of
the following assertions: 1) The age of a globular cluster is the likeliest
candidate to be the global second parameter, which along with metal abundance,
controls the morphology of the horizonal branch. 2) A total age range of as
much as $\sim$5 Gyr exists among the bulk of the Galactic globulars. 3) There
is a significant relation between age and metallicity among the Galactic
globular clusters if the slope of the \mvrr-\feh relation is less than
$\sim$0.23. These conclusions along with other supporting evidence favor a
formation scenario in which the inner regions of the Galactic halo collapsed in
a monotonic fashion over a short time period much less than 1 Gyr. In contrast,
the outer regions of the halo fragmented and collapsed in a chaotic manner over
several Gyrs.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 18:05:22 GMT""}]","2016-08-30"
"astro-ph/9710246","Rosaria Tantalo","R. Tantalo, C. Chiosi, A. Bressan","Ages and Metallicities in Elliptical Galaxies from the H_beta, <Fe>, and
  Mg2 Diagnostics","15 pages, LaTeX file with 10 figures using l-aa-dipastro.sty. Will
  appear in A&A, Vol. 333",,,,"astro-ph",,"  Systematic variations in the line strength indices H_beta, Mg2, and <Fe> are
observed across elliptical galaxies and from one object to another. Furthermore
arguments are given for an enhancement of Mg (\alfa in general) with respect to
Fe toward the center of these galaxies. In this study we have investigated the
ability of the H_beta, Mg2 and <Fe> diagnostics to assess the metallicity,
[Mg/Fe] ratios, and ages of elliptical galaxies. To this aim, first we derive
basic calibrations for the variations dH_beta, dMg2 and d<Fe> as a function of
Dlog(t), Dlog(Z/Zo), and D[Mg/Fe]. Second, we analyze how the difference
dH_beta, dMg2, and d<Fe> between the external and central values translates
into D[Mg/Fe], Dlog(Z/Zo), and Dlog(t). Third, we explore the variation from
galaxy to galaxy of the nuclear values of H_beta, Mg2, and <Fe> limited to a
sub-sample of the Gonzales (1993) list. The differences dH_beta, dMg2, and
d<Fe> are converted into the differences Dlog(t), Dlog(Z/Zo), and D[Mg/Fe].
Various correlations among the age, metallicity, and enhancement variations are
explored. In particular we thoroughly examine the relationship Dlog(t)-Mv. It
is found that a sort of age limit is likely to exist in this plane, traced by
galaxies with mild or no sign of rejuvenation. In these objects, the duration
of the star forming activity is likely to have increased at decreasing galactic
mass. The results are discussed in the context of current theories of galaxy
formation and evolution. i.e. merger and isolation. Finally, the suggestion is
advanced that models with time and space dependent IMF might be able to
alleviate some of the difficulties encountered by the standard SN-driven
galactic wind model.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 19:50:40 GMT""},{""version"":""v2"",""created"":""Fri, 5 Dec 1997 09:07:23 GMT""},{""version"":""v3"",""created"":""Mon, 16 Mar 1998 16:32:39 GMT""}]","2007-05-23"
"astro-ph/9710247","David T. Frayer","D. T. Frayer and E. R. Seaquist (Univ. of Toronto) D. A. Frail (NRAO)","OH Satellite Line Masers in the Nucleus of NGC253","accepted AJ (31 pages total, 14 figs, 1 table)",,"10.1086/300223",,"astro-ph",,"  We report the detection of 1720 and 1612 MHz OH ground-state satellite line
maser regions in the starburst galaxy NGC253. We find ten compact maser
features all of which are located along the narrow ridge of bright radio
continuum emission within the central 10 square arcseconds of the nucleus. The
compact OH features appear physically associated with regions of dense
molecular gas, supernova remnants, and HII regions. The data for several of the
features are consistent with collisional inversion from the interaction of
supernova remnant shocks with molecular gas, similar to that found for Galactic
supernova remnants (Frail et al. 1996). For many other features near the
nucleus of NGC253, we find conjugate behavior in the 1720 and 1612 MHz lines,
with one line showing stimulated emission and the other showing stimulated
absorption. These results suggest the importance of infrared pumping associated
with the active star formation in NGC253 and is consistent with large column
densities of molecular gas (N[H_2] >~ 10^{22}cm^{-2}).
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 21:24:58 GMT""}]","2009-10-30"
"astro-ph/9710248","David Crampton","David Crampton, G. Gussie, A.P. Cowley, P.C. Schmidtke","Probes for Nearby Galaxies","10 pages of text and 3 plain Tex tables. Figures and full text are
  available at http://www.hia.nrc.ca/DAO/SCIENCE/science.html . To be published
  in AJ, Dec, 1997",,"10.1086/118653","DAO-9725","astro-ph",,"  Data are given for 16 extragalactic objects (predominantly AGN) behind the
Magellanic Clouds and for 146 quasar candidates behind the nearby galaxies NGC
45, 185, 253, 2366, 2403 and 6822, IC 1613, M31 and M33. The Magellanic Cloud
objects were identified by their X-ray emission, and precise optical and X-ray
positions and optical photometry and spectra are presented for all of these.
The quasar candidates surrounding the other nearby galaxies were identified
through a CFHT slitless spectral survey. Although redshifts for only eight of
these candidates have been obtained, previous observations indicate that the
majority are likely to be quasars. A subsample of 49 of the brighter objects
could confidently be used, in addition to the Magellanic Cloud sources, as
probes of the gas in nearby galaxies for rotation curve studies, for studies of
their halos, for comparison with higher redshift QSO absorption lines, or as
references for proper motion studies.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 22:05:26 GMT""}]","2009-10-30"
"astro-ph/9710249","Robin E. J. Stevens","Robin Stevens, Mark Lacy, Steve Rawlings (Oxford)","Searches for galaxies at z > 4 through Lyman-limit imaging","4 pages, LaTeX, requires paspconf.sty (included). To appear in
  Proceedings of ""The Young Universe"", Rome Observatory, Sep 29 - Oct 3 1997",,,,"astro-ph",,"  We present preliminary results of a search for galaxies at z>4 through
Lyman-limit imaging of the fields of known high-redshift radio-galaxies.
Objects were selected by means of their broad-band colours, and spectroscopy of
candidate objects in one of the fields has been performed through multi-slit
spectroscopy at the 4.2m William Herschel Telescope. These spectra show some of
the first z>4 galaxies to be identified using the Lyman break technique.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 21:53:05 GMT""}]","2007-05-23"
"astro-ph/9710250","Kristen Menou","Charles F. Gammie and Kristen Menou (Harvard-Smithsonian Center for
  Astrophysics)","On the origin of episodic accretion in Dwarf Novae","4 pages, 2 postscript figures, Latex, uses emulateapj.sty. To be
  published in Ap. J. Letters",,"10.1086/311091",,"astro-ph",,"  We show that dwarf nova disks in quiescence have rather low magnetic Reynolds
number, of order 10^3. Numerical simulations of magnetized accretion disks
suggest that under these conditions magnetohydrodynamic turbulence and the
associated angular momentum transport is sharply reduced. This could be the
physical origin of episodic accretion in dwarf nova disks. If so, the standard
disk instability model needs to be revised.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 22:28:24 GMT""}]","2009-10-30"
"astro-ph/9710251","Gil Holder","Geza Gyuk (1) and Gilbert P. Holder (2) ((1)S.I.S.S.A. (2) Department
  of Astronomy & Astrophysics, The University of Chicago)","Globular Cluster Microlensing: Globular Clusters as Microlensing Targets","6 pages, uses mn.sty, 2 figures",,,,"astro-ph",,"  We investigate the possibility of using globular clusters as targets for
microlensing searches. Such searches will be challenging and require more
powerful telescopes than now employed, but are feasible in the 0 future.
Although expected event rates are low, we show that the wide variety of lines
of sight to globular clusters greatly enhances the ability to distinguish
between halo models using microlensing observations as compared to LMC/SMC
observations alone.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 23:57:30 GMT""}]","2007-05-23"
"astro-ph/9710252","Wayne Hu","Daniel J. Eisenstein and Wayne Hu (IAS, Princeton)","Power Spectra for Cold Dark Matter and its Variants","20 pages, LaTeX, 4 figures. Submitted to ApJ. Electronic versions of
  the fitting formula, as well as simple codes to output cosmological
  quantities (e.g. sigma_8) as a function of parameters and illustrative
  animations of parameter dependence, are available at
  http://www.sns.ias.edu/~whu/transfer/transfer.html","Astrophys.J. 511 (1997) 5","10.1086/306640",,"astro-ph",,"  The bulk of recent cosmological research has focused on the adiabatic cold
dark matter model and its simple extensions. Here we present an accurate
fitting formula that describes the matter transfer functions of all common
variants, including mixed dark matter models. The result is a function of
wavenumber, time, and six cosmological parameters: the massive neutrino
density, number of neutrino species degenerate in mass, baryon density, Hubble
constant, cosmological constant, and spatial curvature. We show how
observational constraints---e.g. the shape of the power spectrum, the abundance
of clusters and damped Lyman-alpha systems, and the properties of the
Lyman-alpha forest--- can be extended to a wide range of cosmologies, including
variations in the neutrino and baryon fractions in both high-density and
low-density universes.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 00:35:36 GMT""}]","2009-10-30"
