"alg-geom/9704022","Caryn Werner","I. Dolgachev, C. Werner","A simply connected numerical Godeaux surface with ample canonical class","plain Tex 22 pages; 1 figure added, revised proofs of several
  results, corrected typos",,,,"alg-geom math.AG",,"  We prove that a recent construction of a numerical Godeaux surface due to P.
Craighero and R. Gattazzo is simply connected, and show how to realize their
construction as a double plane. By proving that the surface contains no
(-2)-curves, we obtain that this is the first example of a simply connected
surface with vanishing geometric genus and ample canonical class.
","[{""version"":""v1"",""created"":""Fri, 25 Apr 1997 16:57:59 GMT""},{""version"":""v2"",""created"":""Tue, 3 Feb 1998 20:27:57 GMT""}]","2008-02-03"
"astro-ph/9704252","Carlo Graziani","Carlo Graziani, Donald Q. Lamb, and Raphael Slawinski","Determination of X-Ray Transient Source Positions By Bayesian Analysis
  of Coded Aperture Data","6 pages, LATEX. Four postscript figures. To appear in the Proceedings
  of the RIKEN Workshop on All-sky X-ray Observations in the Next Decade. Uses
  RIKEN custom LATEX macros, included Updated to correct an error in an
  equation and attendant figures",,,,"astro-ph",,"  We present a new method of transient point source deconvolution for
coded-aperture X-Ray detectors. Our method is based upon the calculation of the
likelihood function and its interpretation as a probability density for the
transient source position by an application of Bayes' Theorem. The method
obtains point estimates of source positions by finding the maximum of this
probability density, and interval estimates of prescribed probability by
choosing suitable contours of constant probability density. We give the results
of simulations that we performed to test the method. We also derive approximate
analytic expressions for the predicted performance of the method. These
estimates underline the intuitively plausible properties of the method and
provide a sound quantitative basis for the design of coded-aperture systems.
","[{""version"":""v1"",""created"":""Fri, 25 Apr 1997 20:48:21 GMT""},{""version"":""v2"",""created"":""Wed, 8 Oct 1997 19:35:27 GMT""}]","2008-02-03"
"astro-ph/9704253","Evalyn Gates","Evalyn Gates, Geza Gyuk and Michael S. Turner","Microlensing and the Composition of the Galactic Halo","4 pages, to appear in the Proceedings of the 18th Texas Symposium on
  Relativistic Astrophysics, ed. A. Olinto, J. Frieman and D. Schramm (World
  Scientific, Singapore, 1997)",,,,"astro-ph",,"  By means of extensive galactic modeling we study the implications of the more
than 100 microlensing events that have now been observed for the composition of
the dark halo of the Galaxy. Based on the currently published data, including
the 2nd year MACHO results, the halo MACHO fraction is less than 60% in most
models and the likelihood function for the halo MACHO fraction peaks around 20%
- 40%, consistent with expectations for cold dark matter models.
","[{""version"":""v1"",""created"":""Fri, 25 Apr 1997 19:23:19 GMT""}]","2007-05-23"
"astro-ph/9704254","Jean Michel Alimi","Jean-Michel Alimi & Arturo Serna (LAEC, Observatoire de Meudon,
  France)","Upper limit to $\Omega_B$ in scalar-tensor gravity theories","uuencoded tar-file containing 16 pages, latex with 5 figures,
  accepted for publication in Astrophysical Journal (Part 1)",,"10.1086/304613",,"astro-ph gr-qc",,"  In a previous paper (Serna & Alimi 1996), we have pointed out the existence
of some particular scalar-tensor gravity theories able to relax the
nucleosynthesis constraint on the cosmic baryonic density. In this paper, we
present an exhaustive study of primordial nucleosynthesis in the framework of
such theories taking into account the currently adopted observational
constraints. We show that a wide class of them allows for a baryonic density
very close to that needed for the universe closure. This class of theories
converges soon enough towards General Relativity and, hence, is compatible with
all solar-system and binary pulsar gravitational tests. In other words, we show
that primordial nucleosynthesis does not always impose a very stringent bound
on the baryon contribution to the density parameter.
","[{""version"":""v1"",""created"":""Fri, 25 Apr 1997 17:18:30 GMT""}]","2009-10-30"
"astro-ph/9704255","John N. Bahcall","John N. Bahcall","Prioritizing Science: A Story of the Decade Survey for the 1990s","17 pages, LaTeX file",,,,"astro-ph",,"  This article summarizes the process by which astronomers and astrophysicists
reached a consensus view as to what are the highest priority scientific
projects for the decade of the 1990s. I also review the remarkable success of
these recommendations.
","[{""version"":""v1"",""created"":""Fri, 25 Apr 1997 18:57:48 GMT""}]","2007-05-23"
"astro-ph/9704256","William Henney","W. J. Henney and S. J. Arthur (Instituto de Astronomia, UNAM, Unidad
  Morelia, Mexico)","Two-wind interaction models of the proplyds in the Orion nebula","10 pages, 3 included figures, LaTeX, uses crckapb.sty. To appear in:
  IAU Symposium 182 - Herbig-Haro flows and the birth of low mass stars (B.
  Reipurth & C. Bertout, eds.). Kluwer, Dordrecht. Also available at
  http://genesis.astrosmo.unam.mx/~will/papers/chamonix.html",,,,"astro-ph",,"  Many low-mass stars in the Orion nebula are associated with very compact (~=
1 arcsec) emission knots, known variously as proplyds, PIGs or LV knots. Some
of these knots are teardrop-shaped, with ``tails'' pointing away from the
massive star Theta 1 Ori C, which is the principal exciting star of the nebula.
We discuss models of such knots, which invoke the interaction of the fast
stellar wind from Theta 1 Ori C with a transonic photoevaporated flow from the
surface of an accretion disk around a young low-mass star. We review previous
analytic work and compare the results of the model with the observed
brightnesses, morphologies and emission line profiles of the knots, as well as
presenting new results from numerical hydrodynamical simulations.
","[{""version"":""v1"",""created"":""Fri, 25 Apr 1997 19:20:06 GMT""}]","2007-05-23"
"astro-ph/9704258","Ue-Li Pen","Ue-Li Pen","A High-resolution Adaptive Moving Mesh Hydrodynamic Algorithm","53 pages including 14 figures, submitted to ApJS","Astrophys.J.Suppl. 115 (1998) 19-34","10.1086/313074",,"astro-ph",,"  An algorithm for simulating self-gravitating cosmological astrophysical
fluids is presented. The advantages include a large dynamic range,
parallelizability, high resolution per grid element and fast execution speed.
The code is based on a finite volume flux conservative
Total-Variation-Diminishing (TVD) scheme for the shock capturing hydro, and an
iterative multigrid solver for the gravity. The grid is a time dependent field,
whose motion is described by a generalized potential flow. Approximately
constant mass per cell can be obtained, providing all the advantages of a
Lagrangian scheme. The grid deformation combined with appropriate limiting and
smoothing schemes guarantees a regular and well behaved grid geometry, where
nearest neighbor relationships remain constant. The full hydrodynamic fluid
equations are implemented in the curvilinear moving grid, allowing for
arbitrary fluid flow relative to the grid geometry. This combination retains
all the advantages of the grid based schemes including high speed per fluid
element and a rapid gravity solver.
  The current implementation is described, and empirical simulation results are
presented. Accurate execution speed calculations are given in terms of floating
point operations per time step per grid cell. This code is freely available to
the community.
","[{""version"":""v1"",""created"":""Sat, 26 Apr 1997 01:59:32 GMT""}]","2009-10-30"
"astro-ph/9704259","Helio Vasconcelos Fagundes","Helio V. Fagundes and Evelise Gausmann (Instituto de Fisica Teorica,
  Universidade Estadual Paulista, Sao Paulo, SP, Brazil)","On Closed Einstein-de Sitter Universes","8 pages, 1 figure. Revision includes comment on ""top-down"" and
  ""bottom-up"" pictures of structure formation. Figure is unmodified","Phys.Lett. A238 (1998) 235-238","10.1016/S0375-9601(97)00917-1","IFT-P-035/97","astro-ph gr-qc",,"  We briefly summarize the idea of cosmological models with compact, flat
spatial sections. It has been suggested that, because of the COBE satellite's
maps of the microwave background, such models cannot be small in the sense of
Ellis, and hence are no longer interesting. Here we use Lehoucq et al.'s method
of cosmic crystallography to show that these models are physically meaningful
even if the size of the spatial sections is of the same order of magnitude as
the radius of the observational horizon.
","[{""version"":""v1"",""created"":""Sat, 26 Apr 1997 14:09:41 GMT""},{""version"":""v2"",""created"":""Mon, 18 Aug 1997 15:16:10 GMT""},{""version"":""v3"",""created"":""Tue, 19 Aug 1997 16:56:39 GMT""}]","2009-10-30"
"cond-mat/9704211","Eduardo Fraga","R.M. Cavalcanti, E.S. Fraga and C.A.A. de Carvalho","Electron localization by a magnetic vortex","8 pages, latex, 4 figures","Phys.Rev.B56:9243,1997","10.1103/PhysRevB.56.9243",,"cond-mat",,"  We study the problem of an electron in two dimensions in the presence of a
magnetic vortex with a step-like profile. Dependending on the values of the
effective mass and gyromagnetic factor of the electron, it may be trapped by
the vortex. The bound state spectrum is obtained numerically, and some limiting
cases are treated analytically.
","[{""version"":""v1"",""created"":""Fri, 25 Apr 1997 17:05:33 GMT""}]","2008-11-26"
"cond-mat/9704213","Giorgio Parisi","Giorgio Parisi","On the approach to equilibrium of an Hamiltonian chain of anharmonic
  oscillators","8 pages, 5 figures",,"10.1209/epl/i1997-00471-9",,"cond-mat.stat-mech",,"  In this note we study the approach to equilibrium of a chain of anharmonic
oscillators. We find indications that a sufficiently large system always
relaxes to the usual equilibrium distribution. There is no sign of an
ergodicity threshold. The time however to arrive to equilibrium diverges when
$g \to 0$, $g$ being the anharmonicity.
","[{""version"":""v1"",""created"":""Fri, 25 Apr 1997 17:30:31 GMT""}]","2009-10-30"
"cond-mat/9704214","Martin Zapotocky","Andrew D. Rutenberg (Oxford), Wojtek J. Zakrzewski (Durham), and
  Martin Zapotocky (U. Penn.)","Dynamical Multiscaling in Quenched Skyrme Systems","8 pages, includes 4 figures. Submitted to Europhysics Letters","Europhys.Lett. 39 (1997) 49","10.1209/epl/i1997-00312-y","OUTP-97-15S","cond-mat.stat-mech",,"  Strong dynamical scaling violations exist in quenched two-dimensional systems
with vector O(3) order parameters. These systems support non-singular
topologically stable configurations (skyrmions). By tuning the stability of
isolated skyrmions to expand or shrink, we find dramatic differences in the
dynamical multiscaling spectrum of decaying moments $< |\rho|^n >$ of the
topological charge density distribution and in particular in the decay of the
energy-density $\epsilon \sim < |\rho| >$. We present a simple two-length-scale
model for the observed exponents in the case when isolated skyrmions expand. No
such simple model is found when isolated skyrmions shrink.
","[{""version"":""v1"",""created"":""Fri, 25 Apr 1997 18:00:30 GMT""}]","2016-08-31"
"dg-ga/9704015","Steven Rosenberg","K. D. Elworthy, Xue-Mei Li, Steven Rosenberg","Bounded and $L^2$ Harmonic Forms on Universal Covers","Latex, with stylefile sr-stylefile.sty included","Geom. And Funct. Anal. Vol. 8 , 283-303 (1998)",,,"dg-ga math.DG",,"  We relate the positivity of the curvature term in the Weitzenbock formula for
the Laplacian on p-forms on a complete manifold to the existence of bounded and
$L^2$ harmonic forms. In the case where the manifold is the universal cover of
a compact manifold, we obtain topological and geometric information about the
compact manifold. For example, we show that a compact manifold cannot admit one
metric with pinched negative curvature and another metric with positive
Weitzenbock term on two-forms. Many of these results can be thought of as
differential form analogues of Myers' theorem. We also give pinching conditions
on certain sums of sectional curvatures which imply the positivity of the
curvature term, and hence yield vanishing theorems. In particular, we construct
a compact manifold with planes of negative sectional curvature at each point
and which satisfies the hypothesis of our vanishing theorems.
","[{""version"":""v1"",""created"":""Fri, 25 Apr 1997 17:48:09 GMT""}]","2016-05-09"
