"alg-geom/9702015","Rick Miranda","C. Ciliberto (U. of Rome II), R. Miranda (Colorado State U.)","Degenerations of Planar Linear Systems","material is streamlined and some is moved to a forthcoming paper",,,,"alg-geom math.AG",,"  Fixing $n$ general points $p_i$ in the plane, what is the dimension of the
space of plane curves of degree $d$ having multiplicity $m_i$ at $p_i$ for each
$i$? In this article we propose an approach to attack this problem, and
demonstrate it by successfully computing this dimension for all $n$ and for
$m_i$ constant, at most 3. This application, while previously known (see
\cite{hirschowitz1}), demonstrates the utility of our approach, which is based
on an analysis of the corresponding linear system on a degeneration of the
plane itself, leading to a simple recursion for these dimensions. We also
obtain results in the ``quasi-homogeneous'' case when all the multiplicities
are equal except one; this is the natural family to consider in the recursion.
","[{""version"":""v1"",""created"":""Fri, 21 Feb 1997 20:37:02 GMT""},{""version"":""v2"",""created"":""Fri, 3 Apr 1998 00:11:22 GMT""}]","2008-02-03"
"astro-ph/9702190","Mike Loewenstein","Michael Loewenstein and Richard Mushotzky (NASA/GSFC)","Reply to ``Roles of SNIa and SNII in ICM Enrichment'' by Y. Ishimaru and
  N. Arimoto","3 pages Latex, uses PASJ95.sty and PASJadd.sty, submitted for
  publication in PASJ Letters",,,,"astro-ph",,"  We address a number of misunderstandings and misstatements contained in the
paper ``Roles of SNIa and SNII in ICM Enrichment'' by Y. Ishimaru and N.
Arimoto with regard to the papers by Mushotzky et al. (1996, ApJ, 466, 686) and
Loewenstein and Mushotzky (1996, ApJ, 466, 695). In particular, we emphasize
that comparison between observations and models in these papers were made
self-consistently assuming a particular (photospheric) value for the solar iron
abundance. We also briefly revisit the question of the contribution of Type Ia
supernovae to the iron enrichment of the intracluster medium.
","[{""version"":""v1"",""created"":""Fri, 21 Feb 1997 16:31:09 GMT""}]","2007-05-23"
"astro-ph/9702191","Joseph Lehar","J. Lehar (1), B. F. Burke (2), S. R. Conner (2), E. E. Falco (1), A.
  B. Fletcher (2), M. Irwin (3), R. G. McMahon (4), T. W. B. Muxlow (5), P. L.
  Schechter (2) ((1) CfA, (2) MIT, (3) RGO, (4) IoA, (5) NRAL)","The Gravitationally-Lensed Radio Source MG0751+2716","1 Latex aaspp4 manuscript, 17 pages with 5 postscript figures.
  Submitted to AJ 1997.02.19; accepted 1997.04.15 . Mostly stylistic changes
  since the first submission, with a few minor changes in content and the
  tables",,"10.1086/118451",,"astro-ph",,"  We report the discovery of a new gravitationally lensed radio source. Radio
maps of MG0751+2716 show four lensed images, which, at higher resolution, are
resolved into long arcs of emission. A group of galaxies is present in optical
images, including the principal lensing galaxy, with a much brighter galaxy
just a few arcseconds away. We have measured the redshift of this brighter
galaxy. No optical counterpart to the background source has been detected. Lens
models that can readily reproduce the lensed image positions all require a
substantial shear component. However, neither the very elongated lens nor the
bright nearby galaxy are correctly positioned to explain the shear. Lens models
which associate the mass with the light of galaxies in the group can produce an
acceptable fit, but only with an extreme mass-to-light ratio in one of the
minor group members.
","[{""version"":""v1"",""created"":""Fri, 21 Feb 1997 17:05:23 GMT""},{""version"":""v2"",""created"":""Thu, 15 May 1997 20:54:56 GMT""}]","2009-10-30"
"astro-ph/9702192","Kevin Hurley","K. Hurley (University of California, Space Sciences Laboratory,
  Berkeley, CA), D. Hartmann (Clemson University, Dept. of Physics and
  Astronomy, Clemson SC), C. Kouveliotou, G. Fishman (NASA Marshall Space
  Flight Center, Huntsville AL), J. Laros (Lunar and Planetary Laboratory,
  University of Arizona, Tucson, AZ), T. Cline (NASA Goddard Space Flight
  Center, Greenbelt, MD), M. Boer (CESR, Toulouse, France)","Are Abell Clusters Correlated with Gamma-Ray Bursts?","accepted for publication in Astrophysical Journal Letters",,"10.1086/310596",,"astro-ph",,"  A recent study has presented marginal statistical evidence that gamma-ray
burst sources are correlated with Abell clusters, based on analyses of bursts
in the BATSE 3B catalog. Using precise localization information from the 3rd
Interplanetary Network, we have reanalyzed this possible correlation. We find
that most of the Abell clusters which are in the relatively large 3B error
circles are not in the much smaller IPN/BATSE error regions. We believe that
this argues strongly against an Abell cluster-gamma-ray burst correlation.
","[{""version"":""v1"",""created"":""Fri, 21 Feb 1997 17:18:47 GMT""}]","2009-10-30"
"astro-ph/9702193","Ed Stoeffhaas","F. Halzen and E. Zas","Neutrino Fluxes from Active Galaxies: a Model-Independent Analysis","Latex 2.09 with epsf.sty. 12 pages, 2 postscript figures. Compressed
  postscript version of paper with figures also available soon at
  http://phenom.physics.wisc.edu/pub/preprints/1997/madph-97-982.ps.Z or at
  ftp://phenom.physics.wisc.edu/pub/preprints/1997/madph-97-982.ps.Z","Astrophys.J.488:669-674,1997","10.1086/304741","MADPH-97-982","astro-ph hep-ph",,"  There are tantalizing hints that jets, powered by supermassive black holes at
the center of active galaxies, are true cosmic proton accelerators. They
produce photons of TeV energy, possible higher, and may be the enigmatic source
of the highest energy cosmic rays. Photoproduction of neutral pions by
accelerated protons on UV light is the source of the highest energy photons, in
which most of the bolometric luminosity of the galaxy may be emitted. The case
that proton beams power active galaxies is, however, far from conclusive.
Neutrinos from the decay of charged pions represent an uncontrovertible
signature for the proton induced cascades. We show that their flux can be
estimated by model-independent methods, based on dimensional analysis and
textbook particle physics. Our calculations also demonstrate why different
models for the proton blazar yield very similar results for the neutrino flux,
consistent with the ones obtained here.
","[{""version"":""v1"",""created"":""Fri, 21 Feb 1997 17:32:49 GMT""}]","2010-11-30"
"astro-ph/9702194",,"Przemyslaw Wozniak, Bohdan Paczynski (Princeton University
  Observatory, USA)","Microlensing of Blended Stellar Images","16 pages, 6 figures, Latex, aaspp4",,"10.1086/304607","POP710","astro-ph",,"  The current modelling of single microlensing light curves neglects the
possibility that only a fraction of the light is due to the lensed star, the
remaining being due to a close, unresolved blend, which may be related or
unrelated to the lens. Unfortunately, the effects of blending are significant
as all microlensing experiments choose very crowded fields as their targets. In
this paper we point out a strong degeneracy of the fitting procedure which
makes it practically impossible to detect the presence of a blend by purely
photometric means, except in a small part of the parameter space. Some blends
may be detected by astrometric means, but the majority have to be corrected for
statistically. The luminosity function reaching well below the ground based
detection limit (with the HST) would be very also important and this could be
determined with the repeating microlensing events. If no correction is made
then the event time scales, the lens masses, and the optical depth are all
systematically underestimated.
","[{""version"":""v1"",""created"":""Fri, 21 Feb 1997 20:32:14 GMT""}]","2009-10-30"
"astro-ph/9702195","Roman Scoccimarro","Roman Scoccimarro","Understanding Gravitational Clustering with Non-Linear Perturbation
  Theory","3 pages with 1 figure, uses sprocl.sty, to appear in the Proceedings
  of the 18th Texas Symposium on Relativistic Astrophysics, ed. A. Olinto, J.
  Frieman and D. Schramm (World Scientific, Singapore, 1997)",,,,"astro-ph",,"  I discuss new results concerning the evolution of the bispectrum due to
gravitational instability from gaussian initial conditions using one-loop
perturbation theory (PT). Particular attention is paid to the transition from
weakly non-linear scales to the non-linear regime at small scales. Comparison
with numerical simulations is made to assess the regime of validity of the
perturbative approach.
","[{""version"":""v1"",""created"":""Fri, 21 Feb 1997 18:52:01 GMT""}]","2007-05-23"
"astro-ph/9702196","Sarah Church","S. E. Church, K. M. Ganga, P. A. R. Ade, W. L. Holzapfel, P. D.
  Mauskopf, T. M. Wilbanks and A. E. Lange","An Upper Limit to Arcminute Scale Anisotropy in the Cosmic Microwave
  Background Radiation at 142 GHz","ApJ accepted, 37 pages Latex (AASTEX), 13 encapsulated postscript
  figures",,"10.1086/304362",,"astro-ph",,"  We present limits to anisotropies in the cosmic microwave background
radiation (CMB) at angular scales of a few arcminutes. The observations were
made at a frequency of 142 GHz using a 6-element bolometer array (the
Sunyaev-Zel'dovich Infrared Experiment) at the Caltech Submillimeter
Observatory. Two patches of sky, each approximately 36'x4' and free of known
sources, were observed for a total of 6-8 hours each, resulting in
approximately 80 independent 1.7' full-width half-maximum pixels. Each pixel is
observed with both a dual-beam and a triple-beam chop, with a sensitivity per
pixel of 90-150 uK in each chop. These data have been analyzed using maximum
likelihood techniques by assuming a gaussian autocorrelation function for the
distribution of CMB fluctuations on the sky. We set an upper limit of Delta T/T
<= 2.1 x 10^{-5} (95% confidence) for a coherence angle to the fluctuations of
1.1. These limits are comparable to the best limits obtained from
centimeter-wavelength observations on similar angular scales but have the
advantage that the contribution from known point sources is negligible at these
frequencies. They are the most sensitive millimeter-wavelength limits for
coherence angles <= 3'. The results are also considered in the context of
secondary sources of anisotropy, specifically the Sunyaev-Zel'dovich effect
from galaxy clusters.
","[{""version"":""v1"",""created"":""Fri, 21 Feb 1997 22:08:52 GMT""}]","2009-10-30"
"astro-ph/9702197","Markos Georganopoulos","Markos Georganopoulos and Alan P. Marscher (Astronomy Dept. Boston
  University)","A new classification and a two-parameter unification of BL Lacertae
  objects","4 pages, 2 figures. Presented at the workshop on 'Blazars, black
  holes and jets' (Girona, Spain, 9-12 September 1996); paper to appear in
  Astrophysics and Space Science",,,,"astro-ph",,"  A new continuous classification system for BL Lacertae (BL Lac) objects is
proposed. The peak frequency of the synchrotron component in the $\nu L_{\nu}$
spectrum is used as a classifying parameter. The application of the
accelerating inner jet model to complete BL Lac samples suggests that the range
of the observed properties may be explained by adopting a description based on
two parameters: the jet angle to the line of sight, and the relativistic
electron kinetic luminosity.
","[{""version"":""v1"",""created"":""Fri, 21 Feb 1997 22:37:29 GMT""}]","2007-05-23"
"astro-ph/9702198","Kerstin Weis","K. Weis (1,2), W. J. Duschl (1,3), D. J. Bomans (2), Y.-H. Chu (2), M.
  D. Joner (4) ((1) Institut f""ur Theoretische Astrophysik, Heidelberg, Germany
  (2) University of Illinois at Urbana-Champaign, Astronomy Dept. (3)
  Max-Planck-Institut f""ur Radioastronomie, Bonn, Germany (4) Brigham Young
  University, Dept. of Physics and Astronomy)","The bipolar structure of the LBV nebula around HR Carinae","7 pages, LaTeX (l-aa.sty), 6 low resolution ps figures, included in
  text with epsf, for high resolution ps figures contact first author,
  Astronomy and Astrophysics, in press",,,,"astro-ph",,"  HR Carinae is one of the few Luminous Blue Variables (LBVs) in the Galaxy. It
has a nebula that appears bipolar. We have obtained imaging and
high-dispersion, long-slit echelle data of the HR Car nebula, and confirmed
that it is a bipolar nebula. Its polar axis lies along the position angle of
125 +- 5 degree; each lobe has, at a distance of 5 kpc a diameter of about 0.65
pc and a line-of-sight expansion velocity of 75-150 km/sec. Beside the
expanding bipolar lobes, a number of [NII]-bright knots are detected. These
knots have lower expansion velocities than the lobes and are detected only
within the projected boundary of the lobes. These knots are most likely
nitrogen-enriched material ejected by HR Car. On a larger scale, a
funnel-shaped nebula is detected at 2.5"" northwest of HR Car. The axis of the
funnel is roughly aligned with the polar axis of the HR Car nebula, suggesting
that HR Car may be responsible for the ionization and shaping of this nebula.
Future observations of kinematics and abundances are needed to determine the
nature of this nebula. We propose that the bipolar nebula of HR Car is a more
evolved version of the Homunculus Nebula around eta Car. The recently developed
theory of wind-compressed disks may explain the higher density of the
equatorial plane and the formation of bipolar nebulae of LBVs.
","[{""version"":""v1"",""created"":""Sat, 22 Feb 1997 01:06:31 GMT""}]","2007-05-23"
