"alg-geom/9712002","Yuri Tschinkel","Victor V. Batyrev and Yu. Tschinkel","Tamagawa numbers of polarized algebraic varieties","54 pages, minor corrections",,,,"alg-geom math.AG",,"  Let ${\cal L} = (L, \| \cdot \|_v)$ be an ample metrized invertible sheaf on
a smooth quasi-projective algebraic variety $V$ defined over a number field.
Denote by $N(V,{\cal L},B)$ the number of rational points in $V$ having ${\cal
L}$-height $\leq B$. We consider the problem of a geometric and arithmetic
interpretation of the asymptotic for $N(V,{\cal L},B)$ as $B \to \infty$ in
connection with recent conjectures of Fujita concerning the Minimal Model
Program for polarized algebraic varieties.
  We introduce the notions of ${\cal L}$-primitive varieties and ${\cal
L}$-primitive fibrations. For ${\cal L}$-primitive varieties $V$ over $F$ we
propose a method to define an adelic Tamagawa number $\tau_{\cal L}(V)$ which
is a generalization of the Tamagawa number $\tau(V)$ introduced by Peyre for
smooth Fano varieties. Our method allows us to construct Tamagawa numbers for
$Q$-Fano varieties with at worst canonical singularities. In a series of
examples of smooth polarized varieties and singular Fano varieties we show that
our Tamagawa numbers express the dependence of the asymptotic of $N(V,{\cal
L},B)$ on the choice of $v$-adic metrics on ${\cal L}$.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 17:38:41 GMT""},{""version"":""v2"",""created"":""Wed, 17 Dec 1997 18:30:53 GMT""}]","2007-05-23"
"astro-ph/9712014","Chris Carilli","C.L. Carilli, J.M. Wrobel, J.S. Ulvestad (NRAO)","A Sub-kpc Disk in MRK 231","Latex file, postscript figures; AJ (paper no. 970414)",,,,"astro-ph",,"  We present imaging of the HI 21cm absorption line system seen toward the
nuclear regions of Mrk 231 at z = 0.04217, and imaging of the radio continuum
emission at 1.4 GHz, on scales ranging from a few parsecs to a few hundred
parsecs. These data indicate the existence of a sub-kpc gas disk in Mrk 231, as
seen in HI 21cm absorption and in radio continuum emission. The radio continuum
morphology is consistent with a disk of maximum radius of 440 mas, at an
inclination angle of 45deg, with a major axis oriented east-west. The HI 21cm
absorption shows an east-west gradient in position and velocity of about +/-110
km/s out to radii of 100 mas. We identify this HI and radio continuum disk as
the inner part of the molecular disk seen on a factor three larger scale. The
physical conditions for the thermal and non-thermal gas in the sub-kpc disk of
Mrk 231 are similar to those proposed for compact nuclear starburst galaxies,
and in particular to the conditions proposed for the sub-kpc gas disk in Arp
220. From the neutral hydrogen velocity field we derive a gravitational mass
enclosed within a 50 pc radius of 3x10**8 solar masses. We derive a massive
star formation rate in the disk of 60 solar masses per year. We also present a
search for HI 21cm absorption associated with the optical broad absorption line
systems toward Mrk 231. We do not detect HI 21cm absorption associated with any
of the optical BAL systems. These negative results require that the neutral
atomic gas in the BAL clouds be fairly warm (T > 50 K), unless the NaI
abundance is higher than solar, or the dust-to-gas ratio is higher than
Galactic, or the observed extinction toward the nucleus of Mrk 231 is not due
to the BAL gas.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 17:24:54 GMT""}]","2009-09-25"
"astro-ph/9712015","Kristen Menou","K. Menou, E. Quataert and R. Narayan (Harvard-Smithsonian Center for
  Astrophysics)","Astrophysical Evidence for Black Hole Event Horizons","LateX, 21 pages, 7 figures, uses mprocl.sty. To appear in Proc. of
  the 8th Marcel Grossmann Meeting on General Relativity (Jerusalem, June 97)",,,,"astro-ph gr-qc",,"  Astronomers have discovered many potential black holes in X-ray binaries and
galactic nuclei. These black holes are usually identified by the fact that they
are too massive to be neutron stars. Until recently, however, there was no
convincing evidence that the objects identified as black hole candidates
actually have event horizons. This has changed with extensive applications of a
class of accretion models for describing the flow of gas onto compact objects;
for these solutions, called advection-dominated accretion flows (ADAFs), the
black hole nature of the accreting star, specifically its event horizon, plays
an important role. We review the evidence that, at low luminosities, accreting
black holes in both X-ray binaries and galactic nuclei contain ADAFs rather
than the standard thin accretion disk.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 19:08:25 GMT""}]","2007-05-23"
"astro-ph/9712016","Jeffrey D. Scargle","Jeffrey D. Scargle, Jay Norris, and Jerry Bonnell","Attributes of GRB Pulses: Bayesian Blocks Analysis of TTE Data; a
  Microburst in GRB 920229","5 pages, 2 figures; presented at the 4th Huntsville Gamma-ray Burst
  Symposium",,"10.1063/1.55317",,"astro-ph",,"  Bayesian Blocks is a new time series algorithm for detecting localized
structures (spikes or shots), revealing pulse shapes, and generally
characterizing intensity variations. It maps raw counting data into a maximum
likelihood piecewise constant representation of the underlying signal. This
bin-free method imposes no lower limit on measurable time scales. Applied to
BATSE TTE data, it reveals the shortest know burst structure -- a spike
superimposed on the main burst in GRB 920229 = Trigger 1453, with rise and
decay timescales ~ few 100 microseconds.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 19:08:05 GMT""}]","2009-10-30"
"astro-ph/9712017","Schweizer","Francois Schweizer (Carnegie-DTM)","Overview: Low-z Observations of Interacting and Merging Galaxies","10 pages, including 1 EPS figure, LaTeX, uses crckapb.sty and
  epsf.sty. To appear in proceedings of IAU Symp. 186, ""Galaxy Interactions at
  Low and High Redshift"", ed. D.B. Sanders (Kluwer, Dordrecht), 1998",,,"DTM-97-9001","astro-ph",,"  Gravitational interactions and mergers affect the morphologies and dynamics
of galaxies from our Local Group to the limits of the observable universe.
Observations of interacting galaxies at low redshifts (z < 0.2) yield detailed
information about many of the processes at work. I briefly review these
processes and the growing evidence that mergers play a major role in the
delayed formation of elliptical and early-type disk galaxies both in the field
and in clusters. Low-z observations clearly contradict the notion of a single
epoch of E formation at z > 2; instead, E and S0 galaxies continue forming to
the present. The different rates of E and S0 formation inferred from
observations of distant and nearby clusters may partially reflect the
dependence of dynamical friction on mass: Major, E-forming mergers may tend to
occur earlier than minor, S0-forming mergers because the dynamical friction is
strongest for equal-mass galaxies.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 22:20:02 GMT""}]","2007-05-23"
"astro-ph/9712018","Jerome A. Orosz","Jerome A. Orosz (1), Raj K. Jain and Charles D. Bailyn (2), Jeffrey E.
  McClintock (3), and Ronald A. Remillard (4) ((1) The Pennsylvania State
  University, (2) Yale University, (3) Harvard-Smithsonian Center for
  Astrophysics, (4) Massachusetts Institute of Technology)","Orbital Parameters for the Soft X-ray Transient 4U 1543-47: Evidence for
  a Black Hole","18 pages, 9 figures, LaTeX (uses the standard AAS style file
  aas2pp4.sty), accepted for publication in the ApJ",,"10.1086/305620",,"astro-ph",,"  (shortened) Spectroscopic observations of the soft X-ray transient 4U 1543-47
reveal a radial velocity curve with a period of P=1.123 +/- 0.008 days and a
semi-amplitude of K_2 = 124 +/- 4 km/sec. The mass function is f(M) = 0.22 +/-
0.02 solar masses. We derive a distance of d = 9.1 +/-1.1 kpc if the secondary
is on the main sequence. The V and I light curves exhibit two waves per orbital
cycle with amplitudes of about 0.08 mag. We modeled the light curves as
ellipsoidal variations in the secondary star and derive extreme inclination
limits of 20 <= i <= 40 deg and formal 3 sigma limits of 24 <= i <= 36 deg for
a mass ratio Q = M_1/M_2 > 1. However, there are systematic effects in the data
that the model does not account for, so the above constraints should be treated
with caution. We argue that the secondary star is still on the main sequence
and if the secondary star has a mass near the main sequence values for early
A-stars (2.3 <= M_2 <= 2.6 solar masses), then the best fits for the 3 sigma
inclination range (24 <= i <= 36 deg) and the 3 sigma mass function range (0.16
<= f(M) <= 0.28 solar masses) imply a primary mass in the range 2.7 <= M_1 <=
7.5 solar masses. Thus the mass of the compact object in 4U 1543-47 is likely
to be in excess of approximately 3 solar masses and we conclude 4U 1543-47 most
likely contains a black hole.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 22:22:01 GMT""}]","2015-06-24"
"astro-ph/9712019","William H. Lee","W. Kluzniak and W.H. Lee (University of Wisconsin-Madison, Copernicus
  Astronomical Center, Warsaw, Poland)","Simulations of binary coalescence of a neutron star and a black hole","9 pages, 3 Postscript figures. Accepted for publication in the
  Astrophysical Journal Letters","ApJ, 1998, 494, L53","10.1086/311151",,"astro-ph",,"  We present the results of Newtonian hydrodynamic simulations of the
coalescence of a binary consisting of a black hole with a neutron star. The
calculations show that for a wide range of initial conditions the core of the
neutron star survives the initial mass transfer episode. We therefore identify
black hole-neutron star binaries as the astrophysical production site of low
mass neutron stars unstable to explosion. The relevance of the simulations to
the theory of gamma-ray bursts is also discussed.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 23:57:14 GMT""}]","2009-10-30"
"astro-ph/9712020","Craig J. Hogan","M. Fukugita, C. J. Hogan, and P. J. E. Peebles","The Cosmic Baryon Budget","30 pages, AAS Latex, submitted to the Astrophysical Journal","Astrophys.J.503:518,1998","10.1086/306025",,"astro-ph",,"  We present an estimate of the global budget of baryons in all states, with
conservative estimates of the uncertainties, based on all relevant information
we have been able to marshal. Most of the baryons today are still in the form
of ionized gas, which contributes a mean density uncertain by a factor of about
four. Stars and their remnants are a relatively minor component, comprising for
our best-guess plasma density only about 17% of the baryons, while populations
contributing most of the blue starlight comprise less than 5%. The formation of
galaxies and of stars within them appears to be a globally inefficient process.
The sum over our budget, expressed as a fraction of the critical Einstein-de
Sitter density, is in the range $0.007\lsim\Omega_B\lsim 0.041$, with a best
guess $\Omega_B\sim 0.021$ (at Hubble constant 70 km/s/Mpc). The central value
agrees with the prediction from the theory of light element production and with
measures of the density of intergalactic plasma at redshift $z\sim 3$. This
apparent concordance suggests we may be close to a complete survey of the major
states of the baryons.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 02:12:57 GMT""},{""version"":""v2"",""created"":""Mon, 2 Mar 1998 22:50:44 GMT""}]","2008-11-26"
"astro-ph/9712021","Halton Arp","Y. Chu (Hefei), J. Wei (Beijing), J. Hu (Beijing), X. Zhu (Hefei) and
  H. Arp (Munich)","Quasars around the Seyfert Galaxy NGC3516","10 pages, 3 figures; accepted for publication in ApJ",,"10.1086/305779",,"astro-ph",,"  We report redshift measurements of 5 X-ray emitting blue stellar objects
(BSO's) located less than 12 arc min from the X-ray Seyfert galaxy, NGC 3516.
We find these quasars to be distributed along the minor axis of the galaxy and
to show a very good correlation between their redshift and their angular
distance from NGC 3516. Moreover the redshifts of these 5 quasars are: 0.33,
0.69, 0.93, 1.40 and 2.10 which are very near the peaks of the redshift
periodicity distribution (i.e. z=0.3, 0.6, 0.96, 1.41 and 1.96). All these
observed properties strikingly confirm, around this single example of a
Seyfert, the composite picture derived from previous physical associations of
quasars with low redshift, active galaxies.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 09:12:32 GMT""}]","2009-10-30"
"astro-ph/9712022","Daniel Pfenniger","D. Pfenniger","Making Spirals with Counter-Rotating Disks, the case of NGC 4550","4 pages, 2 figures, Contribution to IAU Symposium 186 ""Galaxy
  Interactions"", in press",,,,"astro-ph",,"  A single merger scenario for making galaxies such as NGC 4550 possessing
equal coplanar counter-rotating stellar disks is investigated by collisionless
N-body technique. The scenario is successful in producing an axisymmetric disk
made of two almost equal counter-rotating populations. The final disk shows a
clear bimodal line profile in the outer part, which demonstrates that disk-disk
mergers do not always produce ellipticals.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 10:20:37 GMT""}]","2007-05-23"
"astro-ph/9712023","Mauro Orlandini","M. Orlandini (1), D. Dal Fiume (1), F. Frontera (1), S. Del Sordo (2),
  S. Piraino (2), A. Santangelo (2), A. Segreto (2), T. Oosterbroek (3), A.N.
  Parmar (3) ((1) TeSRE/CNR Bologna, IFCAI/CNR Palermo, (3) ESTEC/ESA
  Noordwijk)","BeppoSAX observations of the X-ray binary pulsar 4U1626-67","4 pages, 2 figures. Uses espcrc2.sty (included). To appear in
  Proceedings of ""The Active X-ray Sky: Results from BeppoSAX and Rossi-XTE""",,"10.1016/S0920-5632(98)00200-X",,"astro-ph",,"  We report on observations of the low-mass X-ray binary 4U1626-67 performed
during the BeppoSAX Science Verification Phase. We present the broad-band
0.1-100 keV pulse averaged spectrum, that is well fit by a two-component
function: a 0.27 +/- 0.02 keV blackbody and an absorbed power law with a photon
index of 0.89 +/- 0.02. A very deep and narrow absorption feature at 38 keV,
attributable to electron cyclotron resonance, is clearly visible in the
broad-band spectrum. It corresponds to a neutron star magnetic field strength
of 3.3 x 10^{12} G. The 4U1626-67 pulse profiles show a dramatic dependance on
energy: the transition between the low energy (E<10 keV) ""bi-horned"" shape to
the high-energy (E>10 keV) sinusoidal profile is clearly visible in our data.
The modulation index shows a monotonic increase with energy.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 11:24:39 GMT""}]","2015-06-24"
