"astro-ph/9706142","Julie E. McEnery","J. Quinn, I.H. Bond, P.J. Boyle, J.H. Buckley, S.M. Bradbury, A.C.
  Breslin, A.M. Burdett, J. Bussons Gordo, D.A. Carter-Lewis, M.Catanese, M.F.
  Cawley, D.J. Fegan, J.P. Finley, J.A. Gaidos, A. Hall, A.M. Hillas, F.
  Krennrich, R.C. Lamb, R.W. Lessard, C. Masterson, J.E.McEnery, G. Mohanty, P.
  Moriarty, A.J. Rodgers, H.J. Rose, F.W. Samuelson, G.H. Sembroski, R.
  Srinivasan, T.C. Weeke, and J. Zweerink","TeV Observations of the Variability and Spectrum of Markarian 501","4 pages, 2 figures, to appear in proceedings of 25th ICRC (Durban)",,,,"astro-ph",,"  Markarian 501 is only the second extragalactic source to be detected with
high statistical certainty at TeV energies; it is similar in many ways to
Markarian 421. The Whipple Observatory gamma-ray telescope has been used to
observe the AGN Markarian 501 in 1996 and 1997, the years subsequent to its
initial detection. The apparent variability on the one-day time-scale observed
in TeV gamma rays in 1995 is confirmed and compared with the variability in
Markarian 421. Observations at X-ray and optical wavelengths from 1997 are also
presented.
","[{""version"":""v1"",""created"":""Sun, 15 Jun 1997 19:46:20 GMT""}]","2007-05-23"
"astro-ph/9706143","Julie E. McEnery","T.C.Weekes, C.Akerlof, S.Biller, A.C.Breslin, J.H.Buckley,
  D.A.Carter-Lewis, M.Catanese, M.F.Cawley, B.Dingus, G.G.Fazio, D.J.Fegan,
  J.Finley, G.Fishman, J.Gaidos, G.H.Gillanders, P.Gorham, J.E.Grindlay,
  A.M.Hillas, J.Huchra, P.Kaaret, M.Kertzman, D.Kieda, F.Krennrich, R.C.Lamb,
  M.J.Lang, A.P.Marscher, S.Matz, T.McKay, D.Muller, R.Ong, W.Purcell, J.Rose,
  G.Sembroski, F.D.Seward, P.Slane, S.Swordy, T.Tumer, M.Ulmer, M.Urban, and
  B.J.Wilkes","VERITAS: Very LArge Energetic Radiation Imaging Telescope Array System","4 pages, 2 figures, to appear in proceedings of 25th ICRC (Durban)",,,,"astro-ph",,"  A next generation atmospheric Cherenkov observatory is described based on the
Whipple Observatory $\gamma$-ray telescope. A total of nine such imaging
telescopes will be deployed in an array that will permit the maximum
versatility and give high sensitivity in the 50 GeV - 50 TeV band (with maximum
sensitivity from 100 GeV to 10 TeV).
","[{""version"":""v1"",""created"":""Sun, 15 Jun 1997 20:03:32 GMT""}]","2007-05-23"
"astro-ph/9706144","Julie E. McEnery","R.Srinivasan, P.J.Boyle, J.H.Buckley, A.M.Burdett, J.Bussons Gordo,
  D.A.Carter-Lewis, M.F.Cawley, M.Catanese, E. Colombo, D.J.Fegan, J.P.Finley,
  J.A.Gaidos, A.M.Hillas, R.C.Lamb, F.Krennrich, R.W.Lessard, C.Masterson,
  J.E.McEnery, G.Mohanty, P. Moriarty, J.Quinn, A.J.Rodgers, H.J.Rose,
  F.W.Samuelson, G.H.Sembroski, T.C.Weekes, and J.Zweerink","Very High Energy Observations of PSR B1951+32","4 pages, 2 figures, to appear in proceedings of 25th ICRC (Durban)",,"10.1086/304781",,"astro-ph",,"  PSR B1951+32 is a gamma-ray pulsar detected by the Energetic Gamma Ray
Experiment Telescope (EGRET) and identified with the 39.5 ms radio pulsar in
the supernova remnant CTB 80. The EGRET data shows no evidence for a spectral
turnover. Here we report on the first observations of PSR B1951+32 beyond 30
GeV. The observations were carried out with the 10m gamma-ray telescope at the
Whipple Observatory on Mt. Hopkins, Arizona. In 8.1 hours of observation we
find no evidence for steady or periodic emission from PSR B1951+32 above ~260
GeV. FLux upper limits are derived and compared with model extrapolations from
lower energies and the predictions of emission models.
","[{""version"":""v1"",""created"":""Sun, 15 Jun 1997 20:18:33 GMT""}]","2009-10-30"
"astro-ph/9706145","Julie E. McEnery","D.A.Carter-Lewis, S.Biller, P.J.Boyle, J.H.Buckley, A.Burdett,
  J.Bussons Gordo, M.A.Catanese, M.F.Cawley, D.J.Fegan, J.P.Finley, J.A.Gaidos,
  A.M.Hillas, F.Krennrich, R.C.Lamb, R.W.Lessard, C.Masterson, J.E.McEnery,
  G.Mohanty, J.Quinn, A.J.Rodgers, H.J.Rose, F.W.Samuelson, G.H.Sembroski,
  R.Srinivasan, T.C.Weekes, M.West, J.A.Zweerink","Spectrum of TeV Gamma-Rays from the Crab Nebula","4 pages, 3 figures, to appear in proceedings of the 25th ICRC
  (Durban)",,,,"astro-ph",,"  The Crab Nebula has become established as the standard candle for TeV
gamma-ray astronomy using the atmospheric Cherenkov technique. No evidence for
variability has been seen. The spectrum of gamma rays from the Crab Nebula has
been measured in the energy range 500 GeV to 8 TeV at the Whipple Observatory
by the atmospheric Cherenkov imaging technique. Two methods of analysis
involving independent Monte Carlo simulations and two databases of observations
(1988-89 and 1995-96) were used and gave close agreement. Using the complete
spectrum of the Crab Nebula, the spectrum of relativistic electrons is deduced
and the spectrum of the resulting inverse Compton gamma-ray emission is in good
agreement with the measured spectrum if the ambient magnetic field is about
25-30 nT.
","[{""version"":""v1"",""created"":""Sun, 15 Jun 1997 20:41:57 GMT""}]","2007-05-23"
"astro-ph/9706146","Tim Bedding","T. R. Bedding, D. Minniti, F. Courbin and B. Sams","Stellar populations from adaptive optics observations: four test cases","5 pages, latex with figures, accepted by A&A (Main Journal)","Astron.Astrophys. 326 (1997) 936-940",,"CAD-201","astro-ph",,"  We describe a first attempt to apply adaptive optics to the study of resolved
stellar populations in galaxies. Advantages over traditional approaches are (i)
improved spatial resolution and point-source sensitivity through adaptive
optics, and (ii) use of the near-infrared region, where the peak of the
spectral energy distribution for old populations is found. Disadvantages are
the small area covered and the need for excellent seeing. We made observations
with the ADONIS system at the European Southern Observatory of the peculiar
elliptical galaxy NGC 5128; the irregular galaxy IC 5152 (a possible outer
member of the Local Group); the Sc galaxy NGC 300 (a member of the Sculptor
group); and the Sgr window in the bulge of the Milky Way. These different
fields give excellent test cases for the potential of adaptive optics. In the
first two cases, we failed to obtain photometry of individual stars, which
would have required excellent seeing. For NGC 300 we measured magnitudes for
nine individual supergiants (H = 18.3 to 20.2), but did not go deep enough to
detect the tip of the RGB of an old population. For the Sgr field we produced a
infrared luminosity function and colour-magnitude diagram for 70 stars down to
about K = 19.5. These are the deepest yet measured for the Galactic bulge,
reaching beyond the turn-off.
","[{""version"":""v1"",""created"":""Sun, 15 Jun 1997 23:26:22 GMT""}]","2007-05-23"
"astro-ph/9706147","Wayne Hu","Wayne Hu (IAS, Princeton) Martin White (U. Chicago)","A CMB Polarization Primer","21pg. LaTex aas2pp4, 15 eps figs, 4 animated-gifs. Full HTML version
  available at http://www.sns.ias.edu/~whu/polar/polar.html","New Astron.2:323,1997","10.1016/S1384-1076(97)00022-5","IASSNS-AST/97","astro-ph",,"  We present a pedagogical and phenomenological introduction to the study of
cosmic microwave background (CMB) polarization to build intuition about the
prospects and challenges facing its detection. Thomson scattering of
temperature anisotropies on the last scattering surface generates a linear
polarization pattern on the sky that can be simply read off from their
quadrupole moments. These in turn correspond directly to the fundamental scalar
(compressional), vector (vortical), and tensor (gravitational wave) modes of
cosmological perturbations. We explain the origin and phenomenology of the
geometric distinction between these patterns in terms of the so-called electric
and magnetic parity modes, as well as their correlation with the temperature
pattern. By its isolation of the last scattering surface and the various
perturbation modes, the polarization provides unique information for the
phenomenological reconstruction of the cosmological model. Finally we comment
on the comparison of theory with experimental data and prospects for the future
detection of CMB polarization.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 01:22:07 GMT""}]","2009-08-18"
"astro-ph/9706148","A. Y. Potekhin","A.Y.Potekhin (1,2), G. Chabrier (2), D.G. Yakovlev (1) ((1) Ioffe
  Phys.-Tech. Institute, (2) CRAL, ENS-Lyon)","Internal temperatures and cooling of neutron stars with accreted
  envelopes","15 pages, 9 figures, LaTeX using l-aa.sty and epsf.sty (included).
  Misprints in Appendix A corrected","Astron. Astrophys. 323 (1997) 415",,,"astro-ph",,"  The relationships between the effective surface (T_e) and internal
temperatures of neutron stars (NSs) with and without accreted envelopes are
calculated for T_e > 5\times10^4 K using new data on the equation of state and
opacities in the outer NS layers. We examine various models of accreted layers
(H, He, C, O shells produced by nuclear transformations in accreted matter). We
employ new Opacity Library (OPAL) radiative opacities for H, He, and Fe. In the
outermost NS layers, we implement the modern OPAL equation of state for Fe, and
the Saumon-Chabrier equation of state for H and He. The updated thermal
conductivities of degenerate electrons include the Debye-Waller factor for the
electron-phonon scattering in solidified matter, while in liquid matter they
include the contributions from electron-ion collisions (evaluated with non-Born
corrections and with the ion structure factors in responsive electron
background) and from the electron-electron collisions. For T_e < 10^{5.5} K,
the electron conduction in non-degenerate layers of the envelope becomes
important, reducing noticeably the temperature gradient. The accreted matter
further decreases this gradient at T_e > 10^5 K. Even a small amount of
accreted matter (with mass > 10^{-16} Msun) affects appreciably the NS cooling,
leading to higher T_e at the neutrino cooling stage and to lower T_e at the
subsequent photon stage.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 08:37:05 GMT""},{""version"":""v2"",""created"":""Thu, 21 Aug 1997 11:53:22 GMT""}]","2008-02-03"
"astro-ph/9706149","Achim Weiss","Achim Weiss and Helmut Schlattl (MPA Garching, Germany)","The age of the most nearby star","10 pages; submitted to Astron. Astrophys",,,"MPA 1027","astro-ph",,"  We address the question how accurately stellar ages can be determined by
stellar evolution theory. We select the star with the best observational
material available - our Sun. We determine the solar age by fitting solar
evolution models to a number of observational quantities including several
obtained from helioseismology, such as photospheric helium abundance or p-mode
frequencies. Different cases with respect to the number of free parameters and
that of the observables to be fitted are investigated. Age is one of the free
parameters determined by the procedure. We find that the neglect of
hydrogen-helium-diffusion leads to ages deviating by up to 100% from the true,
meteoritic solar age. Our best models including diffusion yield ages by about
10% too high. The implication for general stellar age determination is that a
higher accuracy than that can not be expected, even with the most up-to-date
models. Our results also confirm that diffusion as treated presently in solar
models is slightly too effective.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 11:43:13 GMT""}]","2007-05-23"
"astro-ph/9706150","Luigi Guzzo","Luigi Guzzo (1,2), Michael A. Strauss (2), Karl B. Fisher (3,4),
  Riccardo Giovanelli (5) and Martha P. Haynes (5) ((1) Brera Obs., (2)
  Princeton Univ., (3) IAS Princeton, (4) Univ. of Texas, (5) Cornell Univ.)","Redshift-Space Distortions and the Real-Space Clustering of Different
  Galaxy Types","17 LaTeX pages including 3 tables, plus 11 PS figures. Uses AASTeX
  macro package (aaspp4.sty) and epsf.sty. To appear on ApJ, 489, Nov 1997","Astrophys.J.489:37-48,1997","10.1086/304788",,"astro-ph",,"  We study the distortions induced by peculiar velocities on the redshift-space
correlation function of galaxies of different morphological types in the
Pisces-Perseus redshift survey. Redshift-space distortions affect early- and
late-type galaxies in different ways. In particular, at small separations, the
dominant effect comes from virialized cluster cores, where ellipticals are the
dominant population. The net result is that a meaningful comparison of the
clustering strength of different morphological types can be performed only in
real space, i.e., after projecting out the redshift distortions on the
two-point correlation function xi(r_p,pi). A power-law fit to the projected
function w_p(r_p) on scales smaller than 10/h Mpc gives r_o =
8.35_{-0.76}^{+0.75} /h Mpc, \gamma = 2.05_{-0.08}^{+0.10} for the early-type
population, and r_o = 5.55_{-0.45}^{+0.40} /h Mpc, \gamma =
1.73_{-0.08}^{+0.07} for spirals and irregulars. These values are derived for a
sample luminosity brighter than M_{Zw} = -19.5. We detect a 25% increase of r_o
with luminosity for all types combined, from M_{Zw} = -19 to -20. In the
framework of a simple stable-clustering model for the mean streaming of pairs,
we estimate sigma_12(1), the one-dimensional pairwise velocity dispersion
between 0 and 1 /h Mpc, to be 865^{+250}_{-165} km/s for early-type galaxies
and 345^{+95}_{-65} km/s for late types. This latter value should be a fair
estimate of the pairwise dispersion for ``field'' galaxies; it is stable with
respect to the presence or absence of clusters in the sample, and is consistent
with the values found for non-cluster galaxies and IRAS galaxies at similar
separations.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 11:42:46 GMT""}]","2009-12-08"
"astro-ph/9706151","Martin Pohl","Martin Pohl","The pulsar contribution to the diffuse galactic gamma-ray emission","5 pages, Proceedings of the 4th Compton Symposium",,"10.1086/304959",,"astro-ph",,"  Here we investigate to what extent unresolved \gr pulsars contribute to the
galactic diffuse emission, and further whether unresolved \gr pulsars can be
made responsible for the excess of diffuse galactic emission above 1 GeV which
has been observed by EGRET. Our analysis is based only on the properties of the
six pulsars which have been identified in the EGRET data, and is independent of
choice of a pulsar emission model. We find that pulsars contribute very little
to the diffuse emission at lower energies, whereas above 1 GeV they can account
for 25% of the observed intensity in selected regions for a reasonable number
of directly observable \gr pulsars ($\sim$12). While the excess above 1 GeV \gr
energy is observed at least up to six or eight degrees off the plane, the
pulsar contribution would be negligible there. Thus pulsars do significantly
contribute to the diffuse galactic $\gamma$-ray emission above 1 GeV, but they
can not be made responsible for all the discrepancy between observed intensity
and model predictions in this energy range.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 10:57:13 GMT""}]","2009-10-30"
"astro-ph/9706152","Martin Pohl","Martin Pohl","Maximum-Entropy analysis of EGRET data","5 pages, Proceedings of the 4th Compton Symposium",,"10.1063/1.54075",,"astro-ph",,"  EGRET data are usually analysed on the basis of the Maximum-Likelihood method
\cite{ma96} in a search for point sources in excess to a model for the
background radiation (e.g. \cite{hu97}). This method depends strongly on the
quality of the background model, and thus may have high systematic
uncertainties in region of strong and uncertain background like the Galactic
Center region. Here we show images of such regions obtained by the quantified
Maximum-Entropy method. We also discuss a possible further use of MEM in the
analysis of problematic regions of the sky.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 11:10:46 GMT""}]","2009-10-30"
